id_estudiante,nombre,apellido,edad,ciudad,correo,telefono,promedio,estado_solicitud,fecha_registro,programa,modalidad,creditos_aprobados,beca,ingresos
17,Valentina,Rodriguez,120,Medellín,correo_invalido,3001234567,3.52,Pendiente,,INGENIERIA,Hibrida,300.0,No,9874152.0
18,Pedro,Rodriguez,cincuenta,bogota,pedro@gmail,+57 3109876543,,Rechazado,03-20-2025,Fisica,Presencial,300.0,si,999999999.0
19,Juan,Rodriguez,,medellin,juan@gmail,+57 3109876543,cuatro,Pendiente,15/02/2025,fisica,virtual,71.0,NO,2876932.0
20,Jorge,Gomez,120,BOGOTA,correo_invalido,+57 3109876543,3.29,Aprobado,2025/04/01,INGENIERIA,Presencial,85.0,No,
21,Valentina,Lopez,treinta,BOGOTA,valentina@gmail,+57 3109876543,4.64,En proceso,2025/04/01,Doctorado,Presencial,20.0,si,7417985.0
22,Ana,Martinez,cincuenta,medellin,ana@gmail,3001234567,4.46,Pendiente,,Matemáticas,Hibrida,110.0,si,999999999.0
23,Andres,Hernandez,17,medellin,andres.hernandez@mail.com,3001234567,cuatro,En proceso,15/02/2025,INGENIERIA,Hibrida,77.0,NO,
24,Pedro,Gomez,43,Medellín,correo_invalido,,3.09,Rechazado,2025/04/01,fisica,Virtual,300.0,si,999999999.0
25,Pedro,Lopez,,Barranquilla,correo_invalido,abc123,4.03,Aprobado,2025/04/01,INGENIERIA,Hibrida,300.0,No,999999999.0
26,Ana,Torres,26,medellin,correo_invalido,3001234567,,Pendiente,2025-01-15,fisica,Hibrida,-5.0,No,3472189.0
27,Ana,Torres,55, Bucaramanga ,ana@gmail,abc123,,En proceso,15/02/2025,Matemáticas,Presencial,83.0,No,999999999.0
28,Carlos,Torres,120,Medellín,,(601)1234567,4.75,En proceso,,fisica,PRESENCIAL,,si,999999999.0
29,Camila,Lopez,,medellin,correo_invalido,,,En proceso,03-20-2025,fisica,Presencial,56.0,si,5793722.0
30,Luisa,Hernandez,50,BOGOTA,luisa@gmail,(601)1234567,cuatro,Aprobado,15/02/2025,Matemáticas,virtual,,si,7975534.0
31,Andres,Castro,53,Barranquilla,correo_invalido,abc123,cuatro,En proceso,2025/04/01,Fisica,PRESENCIAL,-5.0,No,999999999.0
32,Juan,Castro,,BOGOTA,juan.castro@mail.com,abc123,4.52,Aprobado,03-20-2025,Ingeniería,virtual,,No,4048907.0
33,Andres,Hernandez,,Cali,correo_invalido,abc123,cuatro,Rechazado,2025-01-15,Doctorado,Virtual,2.0,NO,6871360.0
34,Juan,Gomez,treinta,Bogotá,juan@gmail,abc123,3.86,Aprobado,,Fisica,Presencial,300.0,NO,7189034.0
35,Valentina,Rodriguez,cincuenta,bogota,,abc123,cuatro,Pendiente,2025-01-15,Ingeniería,PRESENCIAL,300.0,No,
36,Luisa,Castro,cincuenta,bogota,luisa.castro@mail.com,abc123,cuatro,En proceso,15/02/2025,Ingeniería,virtual,,si,999999999.0
37,Jorge,Garcia,120, Bucaramanga ,correo_invalido,+57 3109876543,,Pendiente,,Doctorado,Virtual,,si,999999999.0
38,Valentina,Castro,37, Bucaramanga ,,(601)1234567,4.55,Rechazado,15/02/2025,Doctorado,Hibrida,300.0,si,
39,Maria,Martinez,,Medellín,,abc123,,Aprobado,,Ingeniería,Hibrida,-5.0,No,
40,Luisa,Torres,120,Cali,correo_invalido,+57 3109876543,,En proceso,2025-01-15,INGENIERIA,Hibrida,29.0,si,999999999.0
41,Jorge,Lopez,treinta, Bucaramanga ,correo_invalido,3001234567,,Pendiente,,INGENIERIA,Presencial,300.0,si,
42,Carlos,Garcia,18,medellin,,3001234567,4.09,Aprobado,2025-01-15,Fisica,Hibrida,,NO,6716097.0
43,Pedro,Torres,23,Barranquilla,pedro.torres@mail.com,(601)1234567,,Pendiente,2025/04/01,Doctorado,PRESENCIAL,-5.0,si,
44,Valentina,Martinez,, Bucaramanga ,,+57 3109876543,cuatro,Aprobado,2025-01-15,Fisica,Virtual,-5.0,No,
45,Carlos,Martinez,120,bogota,,,cuatro,En proceso,15/02/2025,INGENIERIA,Virtual,300.0,No,8617381.0
46,Pedro,Martinez,43,Medellín,pedro@gmail,3001234567,cuatro,Aprobado,03-20-2025,ingenieria,Hibrida,56.0,si,
47,Andres,Garcia,120, Bucaramanga ,andres.garcia@mail.com,abc123,,Rechazado,03-20-2025,Fisica,Hibrida,-5.0,Sí,
48,Valentina,Gomez,, Bucaramanga ,,abc123,4.75,Aprobado,03-20-2025,Matemáticas,Hibrida,300.0,NO,2754894.0
49,Andres,Torres,,Bogotá,correo_invalido,+57 3109876543,cuatro,Aprobado,15/02/2025,Doctorado,virtual,,Sí,7933143.0
50,Jorge,Hernandez,, Bucaramanga ,correo_invalido,,4.28,Pendiente,15/02/2025,INGENIERIA,virtual,15.0,NO,
51,Pedro,Gomez,,bogota,,3001234567,2.67,Pendiente,2025/04/01,Matemáticas,Hibrida,,si,8922533.0
52,Jorge,Lopez,treinta,BOGOTA,,+57 3109876543,cuatro,Rechazado,2025/04/01,Doctorado,Virtual,300.0,si,9214801.0
53,Jorge,Torres,cincuenta,Barranquilla,jorge@gmail,(601)1234567,cuatro,En proceso,15/02/2025,ingenieria,virtual,,Sí,999999999.0
54,Camila,Gomez,120,Cali,camila.gomez@mail.com,,cuatro,En proceso,03-20-2025,Ingeniería,Presencial,-5.0,NO,999999999.0
55,Luisa,Castro,57,Cali,,+57 3109876543,,En proceso,03-20-2025,Doctorado,PRESENCIAL,79.0,Sí,
56,Ana,Rodriguez,43,bogota,correo_invalido,3001234567,,Aprobado,15/02/2025,INGENIERIA,Virtual,300.0,si,8225725.0
57,Jorge,Castro,treinta,BOGOTA,,,,Pendiente,03-20-2025,Matemáticas,PRESENCIAL,,No,999999999.0
58,Juan,Torres,120,BOGOTA,correo_invalido,abc123,cuatro,Rechazado,2025/04/01,Matemáticas,Hibrida,,No,2789344.0
59,Valentina,Hernandez,cincuenta,medellin,,+57 3109876543,,Aprobado,03-20-2025,Fisica,Virtual,300.0,NO,
60,Ana,Martinez,cincuenta,BOGOTA,ana.martinez@mail.com,+57 3109876543,,En proceso,03-20-2025,Ingeniería,PRESENCIAL,-5.0,si,999999999.0
61,Andres,Lopez,treinta,Cali,andres@gmail,+57 3109876543,cuatro,En proceso,15/02/2025,Doctorado,Hibrida,102.0,si,8857296.0
62,Ana,Castro,cincuenta,bogota,correo_invalido,,4.37,Aprobado,15/02/2025,Matemáticas,Hibrida,,si,7232293.0
63,Camila,Gomez,120,Cali,camila.gomez@mail.com,abc123,4.75,Rechazado,2025/04/01,fisica,virtual,17.0,Sí,999999999.0
64,Maria,Rodriguez,120,BOGOTA,,,cuatro,Pendiente,03-20-2025,Matemáticas,Virtual,,NO,5693260.0
65,Ana,Torres,treinta,Cali,correo_invalido,,,Rechazado,15/02/2025,Ingeniería,virtual,24.0,si,8628891.0
66,Valentina,Gomez,cincuenta,Medellín,valentina@gmail,3001234567,,Pendiente,15/02/2025,Fisica,Presencial,-5.0,No,999999999.0
67,Carlos,Garcia,27,Bogotá,carlos@gmail,,cuatro,Rechazado,2025-01-15,Ingeniería,Presencial,-5.0,si,
68,Maria,Torres,cincuenta,bogota,maria.torres@mail.com,,3.36,Rechazado,2025-01-15,Matemáticas,Virtual,,Sí,
69,Camila,Torres,20,Cali,camila@gmail,+57 3109876543,3.82,Rechazado,2025-01-15,Matemáticas,PRESENCIAL,,si,
70,Jorge,Martinez,,Medellín,,abc123,cuatro,Aprobado,2025/04/01,INGENIERIA,virtual,300.0,si,7279729.0
71,Maria,Rodriguez,21,Barranquilla,correo_invalido,(601)1234567,,Aprobado,2025/04/01,Fisica,PRESENCIAL,85.0,si,999999999.0
72,Juan,Garcia,cincuenta,Cali,juan@gmail,(601)1234567,,En proceso,,ingenieria,Virtual,300.0,si,999999999.0
73,Ana,Castro,120,Bogotá,correo_invalido,3001234567,,Pendiente,,INGENIERIA,Hibrida,44.0,si,4043480.0
74,Andres,Rodriguez,25,bogota,,abc123,4.24,En proceso,15/02/2025,INGENIERIA,Presencial,300.0,si,2425342.0
75,Carlos,Gomez,59,medellin,,,cuatro,En proceso,2025-01-15,Matemáticas,Hibrida,96.0,No,999999999.0
76,Pedro,Torres,cincuenta,Bogotá,pedro.torres@mail.com,3001234567,,Pendiente,2025-01-15,INGENIERIA,Presencial,300.0,No,999999999.0
77,Juan,Torres,treinta,BOGOTA,juan@gmail,,,Rechazado,03-20-2025,Ingeniería,virtual,55.0,Sí,8713396.0
78,Valentina,Castro,,Barranquilla,valentina.castro@mail.com,+57 3109876543,cuatro,Pendiente,2025-01-15,Doctorado,PRESENCIAL,300.0,NO,999999999.0
79,Ana,Castro,,bogota,correo_invalido,(601)1234567,cuatro,Rechazado,15/02/2025,Doctorado,Presencial,65.0,Sí,
80,Luisa,Hernandez,treinta,Medellín,luisa@gmail,(601)1234567,cuatro,Pendiente,,Doctorado,Virtual,,No,
81,Camila,Hernandez,cincuenta,BOGOTA,,+57 3109876543,cuatro,Rechazado,2025/04/01,Fisica,Virtual,64.0,si,999999999.0
82,Juan,Gomez,cincuenta,bogota,,abc123,3.93,Aprobado,2025-01-15,Matemáticas,PRESENCIAL,,No,9411547.0
83,Camila,Rodriguez,37,BOGOTA,,abc123,,Pendiente,,INGENIERIA,Hibrida,,si,
84,Juan,Hernandez,cincuenta,bogota,correo_invalido,+57 3109876543,cuatro,Pendiente,2025/04/01,INGENIERIA,Virtual,300.0,No,
85,Carlos,Rodriguez,120,Barranquilla,carlos@gmail,,cuatro,Aprobado,15/02/2025,fisica,virtual,300.0,si,6181912.0
86,Luisa,Torres,treinta,BOGOTA,luisa.torres@mail.com,,cuatro,Aprobado,15/02/2025,fisica,Hibrida,,No,3587931.0
87,Valentina,Lopez,44,Barranquilla,valentina@gmail,abc123,,Rechazado,15/02/2025,Doctorado,virtual,-5.0,No,999999999.0
88,Luisa,Torres,cincuenta,Barranquilla,luisa@gmail,(601)1234567,cuatro,Pendiente,2025-01-15,Doctorado,Hibrida,,Sí,
89,Jorge,Rodriguez,34,BOGOTA,jorge@gmail,abc123,,Aprobado,2025/04/01,ingenieria,virtual,119.0,si,7960815.0
90,Jorge,Hernandez,,bogota,correo_invalido,3001234567,3.12,Rechazado,15/02/2025,Doctorado,Presencial,300.0,No,
91,Camila,Torres,55,bogota,camila@gmail,,2.06,En proceso,2025/04/01,Ingeniería,Hibrida,38.0,No,1801102.0
92,Valentina,Torres,20, Bucaramanga ,valentina@gmail,(601)1234567,3.79,Rechazado,2025-01-15,Matemáticas,Virtual,,si,
93,Jorge,Hernandez,120,Bogotá,jorge.hernandez@mail.com,abc123,cuatro,Rechazado,2025-01-15,INGENIERIA,Virtual,100.0,si,6784825.0
94,Valentina,Hernandez,24,Cali,valentina@gmail,abc123,,En proceso,15/02/2025,fisica,Presencial,,No,999999999.0
95,Juan,Martinez,cincuenta,medellin,,+57 3109876543,,Aprobado,2025-01-15,Doctorado,Presencial,45.0,si,999999999.0
96,Luisa,Castro,,Barranquilla,,abc123,3.02,Rechazado,2025/04/01,Doctorado,PRESENCIAL,102.0,si,8121922.0
97,Valentina,Lopez,cincuenta,Cali,correo_invalido,+57 3109876543,cuatro,En proceso,2025-01-15,Fisica,virtual,,No,999999999.0
98,Luisa,Castro,33,bogota,correo_invalido,,cuatro,Pendiente,03-20-2025,Ingeniería,Presencial,-5.0,NO,2127988.0
99,Luisa,Castro,52,BOGOTA,correo_invalido,abc123,cuatro,Aprobado,2025-01-15,Fisica,Presencial,300.0,si,5675638.0
100,Juan,Lopez,120,Barranquilla,correo_invalido,+57 3109876543,4.74,En proceso,15/02/2025,ingenieria,PRESENCIAL,,si,4358435.0
101,Maria,Torres,,bogota,correo_invalido,3001234567,cuatro,Rechazado,2025-01-15,INGENIERIA,Presencial,300.0,No,9535505.0
102,Ana,Lopez,,Bogotá,correo_invalido,abc123,,Pendiente,2025/04/01,Fisica,Virtual,,Sí,
103,Andres,Rodriguez,cincuenta,bogota,correo_invalido,(601)1234567,,Pendiente,15/02/2025,Doctorado,Presencial,64.0,NO,
104,Pedro,Lopez,cincuenta,Medellín,correo_invalido,3001234567,,Rechazado,,ingenieria,PRESENCIAL,300.0,si,9950276.0
105,Carlos,Lopez,120,Cali,carlos.lopez@mail.com,3001234567,,Aprobado,2025-01-15,Ingeniería,PRESENCIAL,-5.0,si,
106,Camila,Garcia,cincuenta, Bucaramanga ,,+57 3109876543,,En proceso,15/02/2025,Ingeniería,Virtual,,No,999999999.0
107,Luisa,Lopez,cincuenta,Cali,correo_invalido,,4.93,Aprobado,15/02/2025,INGENIERIA,Presencial,300.0,NO,8542969.0
108,Maria,Gomez,,Barranquilla,correo_invalido,,2.74,Rechazado,2025/04/01,ingenieria,Presencial,,NO,999999999.0
109,Juan,Rodriguez,120, Bucaramanga ,correo_invalido,3001234567,4.9,Aprobado,15/02/2025,INGENIERIA,virtual,36.0,NO,999999999.0
110,Pedro,Hernandez,cincuenta,Bogotá,pedro@gmail,+57 3109876543,,Rechazado,2025-01-15,Ingeniería,virtual,300.0,NO,2993318.0
111,Andres,Hernandez,120,Cali,,,4.26,Aprobado,2025/04/01,Ingeniería,Virtual,300.0,No,
112,Carlos,Lopez,120,Cali,correo_invalido,,,Rechazado,03-20-2025,Fisica,PRESENCIAL,300.0,NO,8967375.0
113,Luisa,Rodriguez,120,medellin,luisa.rodriguez@mail.com,,,En proceso,,INGENIERIA,PRESENCIAL,92.0,No,9060593.0
114,Valentina,Castro,treinta,Bogotá,valentina.castro@mail.com,(601)1234567,,Aprobado,,Matemáticas,Hibrida,,NO,999999999.0
115,Valentina,Torres,treinta,Medellín,,,,En proceso,03-20-2025,INGENIERIA,Presencial,300.0,NO,
116,Valentina,Torres,treinta,medellin,correo_invalido,+57 3109876543,3.67,Pendiente,2025-01-15,fisica,virtual,300.0,si,999999999.0
117,Valentina,Castro,cincuenta,BOGOTA,valentina.castro@mail.com,+57 3109876543,cuatro,En proceso,03-20-2025,fisica,Hibrida,-5.0,NO,
118,Carlos,Rodriguez,120,Medellín,carlos@gmail,(601)1234567,,Aprobado,15/02/2025,Ingeniería,virtual,,si,
119,Juan,Lopez,, Bucaramanga ,correo_invalido,+57 3109876543,cuatro,Aprobado,15/02/2025,Doctorado,Virtual,68.0,No,999999999.0
120,Juan,Castro,treinta,medellin,correo_invalido,,4.63,Aprobado,2025/04/01,INGENIERIA,Hibrida,,NO,
121,Pedro,Martinez,cincuenta,BOGOTA,correo_invalido,(601)1234567,,Aprobado,2025/04/01,fisica,Hibrida,-5.0,si,
122,Andres,Hernandez,,bogota,,+57 3109876543,2.55,Pendiente,03-20-2025,Ingeniería,Hibrida,,NO,999999999.0
123,Valentina,Gomez,cincuenta,Medellín,,+57 3109876543,2.19,Pendiente,,Matemáticas,PRESENCIAL,88.0,si,999999999.0
124,Ana,Martinez,,BOGOTA,correo_invalido,abc123,,En proceso,2025/04/01,Doctorado,PRESENCIAL,-5.0,No,
125,Jorge,Hernandez,120,bogota,jorge@gmail,,,Pendiente,,ingenieria,Hibrida,-5.0,NO,9201172.0
126,Camila,Gomez,treinta,Barranquilla,,+57 3109876543,3.37,Aprobado,2025/04/01,Matemáticas,Hibrida,-5.0,Sí,2225232.0
127,Luisa,Rodriguez,50,bogota,luisa.rodriguez@mail.com,+57 3109876543,cuatro,En proceso,2025/04/01,ingenieria,Presencial,,NO,999999999.0
128,Maria,Lopez,cincuenta,bogota,,,,Pendiente,,fisica,Presencial,96.0,Sí,999999999.0
129,Andres,Castro,treinta, Bucaramanga ,andres@gmail,3001234567,cuatro,Aprobado,,Doctorado,virtual,-5.0,Sí,2128954.0
130,Juan,Torres,54,Medellín,,(601)1234567,cuatro,Pendiente,,Doctorado,Virtual,300.0,No,
131,Luisa,Hernandez,cincuenta,BOGOTA,luisa@gmail,abc123,,Rechazado,03-20-2025,INGENIERIA,Virtual,,No,9315137.0
132,Andres,Hernandez,,Barranquilla,andres@gmail,,cuatro,En proceso,,ingenieria,Presencial,-5.0,si,8768273.0
133,Andres,Castro,120,BOGOTA,andres@gmail,+57 3109876543,cuatro,Aprobado,2025/04/01,Matemáticas,Hibrida,-5.0,Sí,999999999.0
134,Valentina,Gomez,treinta,Medellín,correo_invalido,3001234567,cuatro,Pendiente,15/02/2025,ingenieria,Virtual,-5.0,NO,999999999.0
135,Jorge,Hernandez,, Bucaramanga ,correo_invalido,+57 3109876543,cuatro,Rechazado,03-20-2025,Fisica,virtual,,NO,6372622.0
136,Luisa,Castro,120,Medellín,correo_invalido,,4.22,En proceso,15/02/2025,INGENIERIA,Presencial,-5.0,No,
137,Camila,Hernandez,, Bucaramanga ,correo_invalido,(601)1234567,,Pendiente,2025-01-15,fisica,PRESENCIAL,23.0,NO,9790328.0
138,Juan,Gomez,treinta,Medellín,juan.gomez@mail.com,(601)1234567,2.2,En proceso,,INGENIERIA,Virtual,,NO,1263935.0
139,Jorge,Castro,16,medellin,jorge.castro@mail.com,,cuatro,En proceso,15/02/2025,Doctorado,Presencial,117.0,Sí,9797727.0
140,Ana,Garcia,cincuenta,Barranquilla,,,cuatro,Pendiente,2025/04/01,fisica,Presencial,87.0,si,1531577.0
141,Andres,Castro,,Bogotá,andres@gmail,3001234567,,En proceso,15/02/2025,Doctorado,virtual,72.0,si,9861040.0
142,Ana,Torres,33,bogota,ana.torres@mail.com,(601)1234567,cuatro,Rechazado,15/02/2025,Ingeniería,Presencial,,No,999999999.0
143,Valentina,Martinez,,Cali,valentina@gmail,3001234567,,Rechazado,,Ingeniería,Virtual,29.0,NO,
144,Valentina,Castro,36,medellin,,(601)1234567,cuatro,Rechazado,03-20-2025,Fisica,virtual,,NO,
145,Ana,Rodriguez,cincuenta,BOGOTA,ana@gmail,abc123,,Rechazado,03-20-2025,INGENIERIA,Virtual,300.0,Sí,999999999.0
146,Maria,Lopez,treinta,Barranquilla,,3001234567,,Aprobado,03-20-2025,Ingeniería,Hibrida,300.0,Sí,7463219.0
147,Andres,Castro,120,Medellín,,(601)1234567,3.72,Pendiente,2025/04/01,INGENIERIA,Hibrida,-5.0,si,2061446.0
148,Pedro,Castro,,bogota,,,3.08,Pendiente,,Matemáticas,Virtual,38.0,No,999999999.0
149,Andres,Hernandez,cincuenta,Barranquilla,andres@gmail,+57 3109876543,,Rechazado,03-20-2025,Fisica,Presencial,-5.0,NO,999999999.0
150,Camila,Martinez,,medellin,correo_invalido,3001234567,cuatro,Pendiente,15/02/2025,Fisica,PRESENCIAL,87.0,No,
151,Camila,Garcia,60,Barranquilla,correo_invalido,(601)1234567,4.02,Rechazado,,fisica,Presencial,,NO,999999999.0
152,Camila,Castro,120,Barranquilla,camila.castro@mail.com,3001234567,cuatro,Pendiente,2025/04/01,fisica,Hibrida,82.0,No,999999999.0
153,Maria,Gomez,cincuenta,Medellín,maria@gmail,abc123,,Rechazado,03-20-2025,Matemáticas,virtual,44.0,No,9099554.0
154,Andres,Rodriguez,treinta,Cali,andres@gmail,,cuatro,En proceso,03-20-2025,INGENIERIA,virtual,,Sí,6350413.0
155,Juan,Rodriguez,cincuenta,bogota,juan@gmail,,4.03,Pendiente,2025/04/01,Fisica,Presencial,,si,8751982.0
156,Carlos,Lopez,,Barranquilla,carlos@gmail,abc123,,En proceso,2025-01-15,Matemáticas,Virtual,300.0,No,
157,Jorge,Lopez,cincuenta,Medellín,,,cuatro,Rechazado,2025/04/01,Fisica,virtual,75.0,NO,999999999.0
158,Valentina,Lopez,cincuenta,bogota,valentina.lopez@mail.com,(601)1234567,cuatro,Rechazado,2025/04/01,Ingeniería,Presencial,-5.0,si,999999999.0
159,Valentina,Lopez,,Barranquilla,valentina@gmail,,,Pendiente,2025-01-15,Matemáticas,Hibrida,300.0,No,
160,Luisa,Gomez,treinta,Medellín,,abc123,,En proceso,03-20-2025,Matemáticas,virtual,21.0,NO,1517756.0
161,Juan,Garcia,120,medellin,,,cuatro,Aprobado,2025/04/01,Fisica,Virtual,300.0,si,
162,Jorge,Martinez,43,Medellín,,+57 3109876543,2.89,Rechazado,,Doctorado,Virtual,110.0,NO,4975295.0
163,Luisa,Castro,120,BOGOTA,luisa.castro@mail.com,,4.35,Rechazado,03-20-2025,Fisica,Hibrida,300.0,No,
164,Jorge,Rodriguez,,Bogotá,jorge@gmail,(601)1234567,,Pendiente,,ingenieria,Hibrida,,No,9211754.0
165,Pedro,Castro,,bogota,,,3.9,Rechazado,2025-01-15,fisica,Hibrida,300.0,NO,
166,Camila,Hernandez,120,Barranquilla,camila@gmail,abc123,cuatro,Rechazado,2025-01-15,INGENIERIA,Hibrida,-5.0,si,999999999.0
167,Juan,Rodriguez,,Bogotá,,abc123,2.37,Aprobado,2025-01-15,Matemáticas,Presencial,300.0,No,999999999.0
168,Luisa,Garcia,cincuenta,BOGOTA,correo_invalido,(601)1234567,,En proceso,15/02/2025,fisica,Virtual,-5.0,Sí,8999489.0
169,Valentina,Martinez,,Bogotá,valentina.martinez@mail.com,abc123,cuatro,Pendiente,03-20-2025,Matemáticas,Virtual,49.0,No,2718442.0
170,Luisa,Garcia,,BOGOTA,luisa@gmail,3001234567,,Aprobado,,Fisica,Presencial,-5.0,NO,999999999.0
171,Camila,Martinez,21,BOGOTA,,+57 3109876543,,En proceso,,INGENIERIA,Presencial,35.0,No,
172,Valentina,Garcia,60,medellin,valentina@gmail,abc123,,Rechazado,2025/04/01,fisica,Virtual,,No,2891524.0
173,Valentina,Rodriguez,49,Cali,,,4.8,En proceso,,INGENIERIA,PRESENCIAL,,No,2224599.0
174,Maria,Gomez,treinta,Bogotá,correo_invalido,,cuatro,En proceso,03-20-2025,Matemáticas,virtual,-5.0,Sí,5655136.0
175,Maria,Martinez,120,Cali,maria.martinez@mail.com,+57 3109876543,,En proceso,2025/04/01,fisica,Presencial,31.0,Sí,8289425.0
176,Valentina,Gomez,treinta,bogota,valentina.gomez@mail.com,(601)1234567,2.04,En proceso,03-20-2025,INGENIERIA,PRESENCIAL,300.0,si,
177,Maria,Gomez,,medellin,maria.gomez@mail.com,abc123,cuatro,En proceso,03-20-2025,Fisica,Hibrida,-5.0,Sí,7168777.0
178,Maria,Rodriguez,120,Bogotá,maria@gmail,3001234567,2.13,En proceso,03-20-2025,INGENIERIA,virtual,22.0,No,8035849.0
179,Ana,Castro,cincuenta,bogota,ana.castro@mail.com,(601)1234567,3.71,Pendiente,03-20-2025,Doctorado,PRESENCIAL,51.0,Sí,999999999.0
180,Luisa,Rodriguez,,Bogotá,correo_invalido,,cuatro,Pendiente,2025-01-15,Matemáticas,Hibrida,-5.0,NO,5112546.0
181,Andres,Gomez,120,Cali,andres.gomez@mail.com,+57 3109876543,,Aprobado,2025/04/01,Doctorado,virtual,-5.0,si,9888812.0
182,Camila,Gomez,cincuenta,bogota,,+57 3109876543,2.13,En proceso,,fisica,Virtual,-5.0,Sí,7616116.0
183,Valentina,Gomez,treinta,Medellín,,+57 3109876543,cuatro,Rechazado,2025-01-15,Matemáticas,Hibrida,-5.0,No,
184,Carlos,Rodriguez,, Bucaramanga ,correo_invalido,(601)1234567,2.94,En proceso,03-20-2025,INGENIERIA,virtual,109.0,si,2517010.0
185,Valentina,Gomez,cincuenta,BOGOTA,correo_invalido,abc123,2.27,Aprobado,2025/04/01,fisica,Hibrida,-5.0,si,999999999.0
186,Jorge,Martinez,,bogota,jorge.martinez@mail.com,3001234567,4.41,Aprobado,2025-01-15,Doctorado,Presencial,,No,
187,Valentina,Garcia,20,bogota,,(601)1234567,,Aprobado,,Doctorado,Hibrida,,Sí,1849559.0
188,Andres,Castro,47,Barranquilla,correo_invalido,(601)1234567,4.05,Pendiente,,INGENIERIA,Hibrida,-5.0,NO,
189,Valentina,Martinez,cincuenta, Bucaramanga ,,3001234567,,Aprobado,,INGENIERIA,virtual,-5.0,No,9821696.0
190,Juan,Castro,, Bucaramanga ,correo_invalido,abc123,,Rechazado,2025-01-15,ingenieria,Virtual,-5.0,si,999999999.0
191,Camila,Hernandez,treinta,BOGOTA,camila@gmail,+57 3109876543,,Aprobado,,Doctorado,Presencial,-5.0,NO,3954473.0
192,Luisa,Hernandez,53,Cali,luisa@gmail,,,Pendiente,2025-01-15,Doctorado,virtual,,si,1636925.0
193,Ana,Martinez,120, Bucaramanga ,ana@gmail,(601)1234567,,Rechazado,15/02/2025,fisica,Presencial,7.0,si,
194,Maria,Hernandez,cincuenta,Barranquilla,correo_invalido,+57 3109876543,cuatro,Pendiente,,ingenieria,virtual,300.0,NO,
195,Valentina,Hernandez,120,BOGOTA,correo_invalido,(601)1234567,,Pendiente,03-20-2025,fisica,Virtual,108.0,NO,
196,Valentina,Martinez,120,bogota,correo_invalido,3001234567,4.81,Pendiente,2025-01-15,INGENIERIA,Hibrida,81.0,No,999999999.0
197,Pedro,Martinez,31,Cali,pedro.martinez@mail.com,3001234567,2.77,En proceso,03-20-2025,Matemáticas,virtual,,No,999999999.0
198,Jorge,Castro,,Medellín,jorge.castro@mail.com,+57 3109876543,2.49,Aprobado,15/02/2025,INGENIERIA,Hibrida,300.0,Sí,999999999.0
199,Maria,Rodriguez,120, Bucaramanga ,maria@gmail,,cuatro,En proceso,,ingenieria,Virtual,-5.0,Sí,999999999.0
200,Jorge,Garcia,cincuenta,medellin,,,2.71,En proceso,,ingenieria,Virtual,,si,999999999.0
